date	SBER	SBERP	GAZP	LKOH	MGNT	SNGS	SNGSP	GMKN	ROSN	VTBR	TATNP	TRNFP	MTSS	ALRS	MOEX	CHMF	POLY	BANE	BANEP	AFKS	RTKMP	NLMK	HYDR	PHOR	MFON	PIKK	URKA	FEES	AFLT	MAGN	RUAL	UPRO	LSRG	MVID	LNTA	AGRO	DIXY	RSTI	NKNC	CBOM	VSMO	GCHE	MICEX	MIACR	USDCB	USDTOD
28.07.2010	84,28	57,6	161,79	1749,99	3000	30,247	13,601	4989,94	201,99	0,0824	72,01	28950	243,81			368,1				26,32	70,95	94,4	1,548			111,98	125,59	0,336	59,9	24,701		2,362	848,5	197,22			298,49	3,949	14,1		2945	692	1394,89	3,3	30,2391	30,2385
29.07.2010	86,58	58,45	165,5	1759,05	2985,02	30,8	13,778	5074,48	205,43	0,0836	73	32090	244,15			372,21				26,43	71,73	96,5	1,58			110,02	127,4	0,34	60,44	24,9		2,416	859	200			303	4,175	14		2990	705	1418,35	2,91	30,2066	30,1624
30.07.2010	84,56	56,85	162,85	1720	2970	30,792	13,799	4970	203,19	0,0814	72,77	34278	240,5			358				26,178	70,9	94	1,577			108,26	127,36	0,336	60,68	24,87		2,4	849	201			308,56	4,17	14,117		3005	700	1397,12	2,71	30,2173	30,2749
02.08.2010	86,58	58,24	168,99	1724,92	2999,97	31,207	14,021	5120	209,3	0,0835	74,45	34400	241,6			379,49				26,65	71,8	99,55	1,633			112,19	139,8	0,337	61,45	25,9		2,4	890	197,8			305	4,342	14,2		3001,01	705	1429,36	2,44	30,2173	30,1725
03.08.2010	85,84	59,74	165,92	1693,5	2980	30,479	13,721	5039,99	206,8	0,0831	73,81	33151,19	244,5			371,5				26,422	70,85	99	1,609			111,5	134,38	0,343	63,5	25,9		2,4	894,95	193,07			305	4,438	13,999		2975	704,9	1412,25	2,64	30,1861	29,67
04.08.2010	85,84	62,18	167,04	1684,47	3039	30,565	13,79	5069	208,5	0,0838	74,99	33531	243,5			378,61				26,798	70,94	101,15	1,627			113,48	135,3	0,348	63,15	26,3		2,386	895	193,3			310	4,396	13,832		2985	708	1418,05	2,52	29,9681	29,8199
05.08.2010	84,3	61,25	166,95	1700	3175	30,46	13,61	5100	207,5	0,0835	74,34	32800	244,38			373,49				27,452	71,5	99,8	1,615			112,8	138,69	0,351	63	26,5		2,373	890	192,5			317,03	4,449	13,999		2990	709	1414,65	2,44	29,7958	29,7875
06.08.2010	82,83	61	166,88	1696	3100	30,211	13,482	5025	204,99	0,0827	73,7	31749	244,16			373,36				27,7	71,79	98,99	1,611			112,95	137	0,354	62,47	26,35		2,312	879,99	192,5			318,9	4,43	13,999		2990,01	708	1403,08	2,67	29,8633	29,8449
09.08.2010	83,68	61,91	169,61	1706,05	3100,02	30,373	13,539	5183,01	207,16	0,0841	74,61	31760	244,79			379,67				27,678	75,14	99,2	1,638			114,27	138,45	0,356	62,65	26,7		2,312	882	194			318,56	4,443	13,977		2990	706,99	1419,2	2,53	29,8633	29,895
10.08.2010	82,8	59,9	166,53	1674,67	3098,5	29,675	13,33	5154,08	202,99	0,0829	73,29	30600	243,69			368,97				27,201	74,1	94,45	1,636			112,49	136,3	0,35	62	26,499		2,312	864	187,99			319,5	4,437	14,3		2977,99	700	1397,66	2,58	29,8186	30,005
11.08.2010	80,93	58,49	162,3	1657	3090,01	29,302	13,099	5048,94	199	0,0809	71,94	30950	244,11			357,84				26,765	72,7	90,8	1,642			108,97	136,8	0,35	60	25,6		2,361	838,22	186			323,49	4,258	14,2		2900	700	1376,88	2,65	30,0239	30,28
12.08.2010	80,92	58,5	162,43	1660	3139,99	28,98	13,14	4990	200,51	0,0804	70,94	30744,9	243,28			355				26,843	71,94	88,19	1,674			106,57	139,3	0,341	59,5	25,35		2,395	833	190			310,15	4,25	14,3		2955	704	1375,54	2,4	30,205	30,569
13.08.2010	80,71	57,96	161,26	1650,09	3120,01	28,701	13,15	5010	200,1	0,0804	69,58	30800	243,5			354,12				26,869	71,72	88,4	1,673			109,69	139,8	0,341	60,5	25,199		2,38	837	192,99			311,36	4,3	14,4		2935	719,34	1371,46	2,69	30,4493	30,579
16.08.2010	79,97	57,2	163,18	1650	3165,4	28,3	12,948	5085	201	0,0805	69,6	30556,63	243,3			352,8				26,65	72	88,46	1,672			108,4	139,85	0,335	60,27	25,598		2,38	834	189,81			312,16	4,245	14,536		2930	712,47	1373,22	2,69	30,4493	30,546
17.08.2010	81,26	57,72	164,2	1652,01	3140,01	28,486	12,94	5202	203,42	0,082	70,24	31197,78	244,74			371,88				26,679	75,02	93,24	1,664			110,5	149,4	0,339	61,35	26,85		2,38	846	190,82			312,49	4,219	15		2985,01	710	1391,47	2,59	30,5199	30,4087
18.08.2010	80,6	56,77	162,4	1650	3189	28,347	13,062	5228	201,88	0,0813	70	30902,01	244,15			371,48				26,755	79,1	94,89	1,645			109,37	146,97	0,338	61	26,494		2,391	840	192,65			305,5	4,038	15		2995	708	1386,8	2,57	30,4514	30,4069
19.08.2010	79,4	55,91	160,1	1637,07	3260	27,968	13,108	5155	201,5	0,0806	69,79	31250	244			366,61				26,905	77,99	94,7	1,646			108,5	143,48	0,343	60,98	26,752		2,39	840,23	194,62			313	4,046	15,2		2940	700	1375,11	2,26	30,4257	30,4575
20.08.2010	78,37	55,5	158,73	1645,87	3200,06	27,54	12,929	5170	200,4	0,0801	69,52	31650,04	244,5			364,27				26,55	77,78	91,83	1,613			107,51	141,86	0,338	60,47	25,95		2,358	844	193,65			311	4	15,49		2967,74	700	1366,32	2,56	30,4636	30,6375
23.08.2010	77,95	55,65	159,11	1644	3193,57	27,7	12,949	5184,91	199,01	0,0801	69,97	32390,01	245,6			371,15				26,5	79,61	92,77	1,594			108,93	140,76	0,348	60,4	25,875		2,358	830,1	192,57			305,95	4,039	15,373		2960	700	1366,76	2,6	30,4636	30,6219
24.08.2010	75,4	54,18	156,6	1630	3155,01	27,197	12,725	5067	195,75	0,0786	68,55	31685,99	243,81			359,53				26,11	81	89,45	1,574			106,8	136,5	0,338	59,47	25,1		2,358	816,84	192,14			300	3,919	14,899		2922,05	680,02	1339,82	2,65	30,6041	30,8639
25.08.2010	73,99	53,29	155,61	1638,3	3018,99	27,8	12,559	5018	194,7	0,0765	68,75	33290	244,18			354,88				26	79,01	87,35	1,575			106,25	135,6	0,342	58,21	24,789		2,388	824	192,59			304,97	3,868	15,2		2909	689,55	1334,66	2,67	30,7559	30,8974
26.08.2010	76,62	54,99	158,7	1652,99	2998	27,822	12,689	5123,99	196	0,0787	69,48	33569,99	246,56			365,4				25,849	82,28	89,68	1,594			108,25	138,02	0,349	59,17	25,259		2,395	838,89	192,4			303,8	3,92	15,2		2909	697,94	1356,43	2,53	30,8958	30,7725
27.08.2010	77,01	55,22	158,56	1668	2987,01	28,338	12,719	5198	197	0,0795	69,54	33340	248			371,9				25,69	92,49	91,94	1,586			108,4	142,19	0,355	61,38	26,2		2,381	845,9	192,2			305,55	3,94	15		2920	697,55	1366,5	2,64	30,8227	30,7075
30.08.2010	77,3	55,44	159	1655,08	2935	28,304	12,81	5276,45	196	0,0796	70	33123	252,3			370,5				26,1	101,59	91,5	1,595			108,72	140,48	0,35	61	26,3		2,381	852,32	194,17			303,5	3,931	15,685		2906	705	1370,77	2,73	30,8227	30,7074
31.08.2010	78,31	55,87	159,15	1629,99	3000	28,948	12,846	5190	196,36	0,0793	69,99	32850	249,22			372,6				26,07	102,86	90,03	1,582			108,38	142,3	0,352	61,1	25,9		2,381	850	196			301,73	3,882	15,7		2880	702,98	1368,9	2,66	30,664	30,82
01.09.2010	80,42	57,24	161,79	1656,18	3048,89	29,617	13,349	5305,13	199,86	0,0826	70,61	33330	248,84			386,19				26,198	100,2	92,95	1,594			117,3	146,1	0,354	63,2	26,5		2,437	868,59	192,33			304,99	3,995	15,45		2900	700	1394,57	2,52	30,8669	30,73
02.09.2010	80,63	57,7	162,8	1676	3061,06	29,9	13,397	5231,25	201,46	0,0828	70,5	33460	249,09			384,65				26	105,68	93,3	1,638			114,71	146,02	0,361	62,75	26,4		2,38	866,99	191,2			314,91	3,966	16,004		2900	709	1401,81	2,36	30,8001	30,72
03.09.2010	81,72	58,1	163	1674,01	3080	30,31	13,6	5268	202,5	0,0844	70,45	33049,99	249,1			393,67				26,5	102,36	95,38	1,646			118,22	145,54	0,365	63	27,35		2,377	892,85	189			317	4,055	15,69		2898	719,99	1410,16	2,52	30,6858	30,66
06.09.2010	81,74	58,1	162,95	1669,94	3089,77	30,179	13,876	5225	202	0,0848	70,87	32940	249,48			392,88				26,65	100,94	96,8	1,631			124,17	142,81	0,366	63	27,15		2,377	898	188,98			312,8	4,06	16,211		2943	719,85	1408,64	2,55	30,6858	30,66
07.09.2010	79,95	57,15	161,54	1671	3110	30,451	14,189	5177,7	198,99	0,0836	71,16	32700	248,81			401				26,599	98,56	96,58	1,618			124,73	142,7	0,361	62,7	26,975		2,377	870	200,55			308,69	4,01	16,8		2937,99	722,99	1398,7	2,51	30,5771	30,785
08.09.2010	82,18	59,46	164,14	1678	3093	30,603	14,22	5263,99	203,2	0,0855	71,64	33500	251,9			409,51				26,8	99,11	99,46	1,636			123,8	146,6	0,367	63,35	27,27		2,46	880	202			313,98	4,051	16,7		2950	725	1422,08	2,55	30,7319	30,899
09.09.2010	83,66	60,5	165,53	1715	3169,99	30,59	14,41	5233,13	206,2	0,0883	72,47	34249,97	255,5			412,51				26,879	102,7	100,61	1,644			124	146,54	0,364	63,5	27,39		2,479	889,97	201			310,5	4,12	16,72		2955	728	1437,47	2,2	30,8873	30,85
10.09.2010	83,36	60,2	164,4	1713	3400	30,709	14,26	5208,88	205,69	0,0886	72,42	34144	255,47			414,26				26,639	98,45	100,5	1,637			125,96	146,5	0,362	63,62	27,405		2,51	882,02	201			319	4,349	16,9		2964	730	1433,82	2,62	30,8801	30,87
13.09.2010	84,59	60,91	165	1713,51	3641	30,864	14,525	5211,98	205,51	0,0899	72,74	33705	258,05			417,82				26,62	95,2	99,24	1,648			126,52	146,85	0,363	63,75	27,57		2,51	875	201			319,01	4,39	16,723		2950	733,5	1441,58	2,72	30,8801	30,7199
14.09.2010	84,5	60,3	163	1703	3461,3	30,765	14,505	5080	203,88	0,0899	72,9	34214,37	257,75			418,84				26,44	95,39	97,69	1,625			125,58	146,19	0,364	65,82	27,2		2,51	862,46	199			316,36	4,41	16,753		2949,99	739	1433,22	2,65	30,6831	30,795
15.09.2010	84,45	60,05	163,87	1720,98	3410	30,75	14,69	4976,69	200,57	0,0896	73,23	35600	258,8			418,5				26,725	93,25	99,4	1,629			124,69	147	0,368	66,43	27,998		2,599	860	198,51			317,68	4,564	16,79		2907	739	1436,38	2,79	30,7049	30,8505
16.09.2010	83	59,45	163,17	1721,2	3425	30,097	14,622	5008,87	205,5	0,0891	72,89	34785	258,26			420,64				26,392	92,84	98,39	1,617			124,4	144,22	0,367	66,8	27,698		2,67	858,97	201,5			318,88	4,419	16,75		2895	737,5	1431,09	2,54	30,7407	30,892
17.09.2010	82,15	58,94	162,18	1702	3470	29,48	14,495	4945	201,71	0,0872	72,5	34200,01	256,98			418,55				26,5	93,08	99,2	1,611			124,5	142,71	0,363	67,99	28		2,744	854,99	201			318	4,277	16,31		2879,96	764,96	1417,65	2,67	31,0223	30,975
20.09.2010	83,37	59,65	163,15	1728,27	3575	29,631	14,45	4934	203,5	0,0884	72,68	34615,26	254,99			417,6				26,55	95,79	102,99	1,606			123,05	143,5	0,362	66,15	28,294		2,744	850	201,45			318	4,417	16,55		2900	759,99	1426,84	2,72	31,0223	30,9799
21.09.2010	83,84	59,9	163,14	1743,3	3525	29,56	14,505	4969,5	203,2	0,0889	73,67	35140	253,17			428				26,977	94,68	103,4	1,612			126	143,4	0,363	65,6	28,66		2,744	862,53	199,49			317,97	4,506	16,41		2897,9	785	1433,9	2,62	30,9809	31,03
22.09.2010	82,73	59,19	160,8	1798,05	3530	29,189	14,2	4982,8	201,2	0,0887	73,25	34401,1	250,94			434,69				26,651	91,7	102,52	1,599			122,5	142,84	0,361	65,1	28,35		2,77	843	198,79			318	4,53	16,74		2877,99	789,99	1431,21	2,66	31,0814	31,0001
23.09.2010	84,3	59,4	159,22	1797	3440	28,712	14,149	5012	201,79	0,0882	73	33950,01	248,45			442,02				26,488	87,7	103,01	1,579			123,2	139,1	0,358	64,65	28,28		2,75	834,39	200			319,3	4,5	16,555		2879,8	790	1430,12	2,67	30,9826	31,01
24.09.2010	84,81	61,2	157,97	1802	3395	28,51	14,26	5057,95	201,9	0,0876	73,49	34499	253,55			459,89				26,569	88,59	104,5	1,572			123,2	137,5	0,36	65,92	28,75		2,735	835,69	199,92			319	4,466	16,9		2878,44	790,41	1436,06	2,69	31,0031	30,945
27.09.2010	83,66	60,25	157,5	1728,96	3400	28,94	14,25	5031,9	200,97	0,0857	72,97	33799,19	251,49			450,3				26,404	89,4	106	1,559			121,9	137,75	0,359	65,3	29,678		2,735	820	196,5			317,5	4,441	16,9		2861	796,1	1418,67	2,92	31,0031	30,6123
